storkreds_nummer,storkreds,opstillingskreds_dagi_id,opstillingskreds,afstemningsområde_dagi_id,afstemningsområde,frigivelsestidspunkt,godkendelsestidspunkt,resultat_art,total_gyldige_stemmer,total_afgivne_stemmer,parti,parti_id,parti_bogstav,stemmer,listestemmer,difference_forrige_valg
7,Sydjylland,403621,Aabenraa,700772,Aabenraa Nord,2026-03-24 20:28:49,,ForeløbigOptælling,1682,1698,Enhedslisten - De Rød-Grønne,8bb64864-5728-41db-af00-6234795cf340,Ø,77,0,
7,Sydjylland,403621,Aabenraa,700772,Aabenraa Nord,2026-03-24 20:28:49,,ForeløbigOptælling,1682,1698,Socialdemokratiet,2f487db9-0663-429f-a4ec-081ae701723d,A,445,0,
7,Sydjylland,403621,Aabenraa,700772,Aabenraa Nord,2026-03-24 20:28:49,,ForeløbigOptælling,1682,1698,"Venstre, Danmarks Liberale Parti",914ae6fd-98a6-4ed6-afd1-60ab809678ed,V,249,0,
7,Sydjylland,403621,Aabenraa,700772,Aabenraa Nord,2026-03-24 20:28:49,,ForeløbigOptælling,1682,1698,Danmarksdemokraterne - Inger Støjberg,ffacb8b3-7f7b-4158-a1ee-c0be84a344c6,Æ,102,0,
7,Sydjylland,403621,Aabenraa,700772,Aabenraa Nord,2026-03-24 20:28:49,,ForeløbigOptælling,1682,1698,Liberal Alliance,4d676beb-025b-4d42-ac5d-533d5130a6f3,I,114,0,
7,Sydjylland,403621,Aabenraa,700772,Aabenraa Nord,2026-03-24 20:28:49,,ForeløbigOptælling,1682,1698,Alternativet,c01e1c81-e8eb-4f3d-ac55-de9279740a0e,Å,23,0,
7,Sydjylland,403621,Aabenraa,703778,Aabenraa Syd,2026-03-24 20:18:32,,ForeløbigOptælling,2371,2419,Socialdemokratiet,2f487db9-0663-429f-a4ec-081ae701723d,A,654,0,
7,Sydjylland,403621,Aabenraa,703778,Aabenraa Syd,2026-03-24 20:18:32,,ForeløbigOptælling,2371,2419,Moderaterne,30375f1d-ff52-4b0d-9964-7147844cd5e7,M,174,0,
7,Sydjylland,403621,Aabenraa,703778,Aabenraa Syd,2026-03-24 20:18:32,,ForeløbigOptælling,2371,2419,"Venstre, Danmarks Liberale Parti",914ae6fd-98a6-4ed6-afd1-60ab809678ed,V,414,0,
7,Sydjylland,403621,Aabenraa,703778,Aabenraa Syd,2026-03-24 20:18:32,,ForeløbigOptælling,2371,2419,Danmarksdemokraterne - Inger Støjberg,ffacb8b3-7f7b-4158-a1ee-c0be84a344c6,Æ,120,0,
7,Sydjylland,403621,Aabenraa,703778,Aabenraa Syd,2026-03-24 20:18:32,,ForeløbigOptælling,2371,2419,Radikale Venstre,93a1aa01-2897-474b-8604-a1326c9b3948,B,57,0,
7,Sydjylland,403621,Aabenraa,703778,Aabenraa Syd,2026-03-24 20:18:32,,ForeløbigOptælling,2371,2419,SF - Socialistisk Folkeparti,fae32292-ff8f-4f27-8218-a9874603e759,F,211,0,
7,Sydjylland,403621,Aabenraa,703778,Aabenraa Syd,2026-03-24 20:18:32,,ForeløbigOptælling,2371,2419,Det Konservative Folkeparti,2e08413e-1c5b-4029-8bce-eac0ebff6527,C,127,0,
7,Sydjylland,403621,Aabenraa,703778,Aabenraa Syd,2026-03-24 20:18:32,,ForeløbigOptælling,2371,2419,Liberal Alliance,4d676beb-025b-4d42-ac5d-533d5130a6f3,I,189,0,
7,Sydjylland,403621,Aabenraa,703778,Aabenraa Syd,2026-03-24 20:18:32,,ForeløbigOptælling,2371,2419,Borgernes Parti - Lars Boje Mathiesen,89ee100e-d4d6-43b5-83c5-edd5dd02c1fd,H,44,0,
7,Sydjylland,403621,Aabenraa,703778,Aabenraa Syd,2026-03-24 20:18:32,,ForeløbigOptælling,2371,2419,Enhedslisten - De Rød-Grønne,8bb64864-5728-41db-af00-6234795cf340,Ø,81,0,
7,Sydjylland,403621,Aabenraa,703778,Aabenraa Syd,2026-03-24 20:18:32,,ForeløbigOptælling,2371,2419,Alternativet,c01e1c81-e8eb-4f3d-ac55-de9279740a0e,Å,17,0,
7,Sydjylland,403621,Aabenraa,703778,Aabenraa Syd,2026-03-24 20:18:32,,ForeløbigOptælling,2371,2419,Dansk Folkeparti,1df39501-e08d-42e9-9804-eccf7b1f564a,O,283,0,
7,Sydjylland,403621,Aabenraa,708364,Bolderslev,2026-03-24 20:35:19,,ForeløbigOptælling,1137,1157,SF - Socialistisk Folkeparti,fae32292-ff8f-4f27-8218-a9874603e759,F,57,0,
7,Sydjylland,403621,Aabenraa,708364,Bolderslev,2026-03-24 20:35:19,,ForeløbigOptælling,1137,1157,Socialdemokratiet,2f487db9-0663-429f-a4ec-081ae701723d,A,199,0,
7,Sydjylland,403621,Aabenraa,708364,Bolderslev,2026-03-24 20:35:19,,ForeløbigOptælling,1137,1157,Radikale Venstre,93a1aa01-2897-474b-8604-a1326c9b3948,B,12,0,
7,Sydjylland,403621,Aabenraa,708364,Bolderslev,2026-03-24 20:35:19,,ForeløbigOptælling,1137,1157,Det Konservative Folkeparti,2e08413e-1c5b-4029-8bce-eac0ebff6527,C,33,0,
7,Sydjylland,403621,Aabenraa,708364,Bolderslev,2026-03-24 20:35:19,,ForeløbigOptælling,1137,1157,Borgernes Parti - Lars Boje Mathiesen,89ee100e-d4d6-43b5-83c5-edd5dd02c1fd,H,72,0,
7,Sydjylland,403621,Aabenraa,708364,Bolderslev,2026-03-24 20:35:19,,ForeløbigOptælling,1137,1157,Liberal Alliance,4d676beb-025b-4d42-ac5d-533d5130a6f3,I,114,0,
7,Sydjylland,403621,Aabenraa,708364,Bolderslev,2026-03-24 20:35:19,,ForeløbigOptælling,1137,1157,Dansk Folkeparti,1df39501-e08d-42e9-9804-eccf7b1f564a,O,162,0,
7,Sydjylland,403621,Aabenraa,708364,Bolderslev,2026-03-24 20:35:19,,ForeløbigOptælling,1137,1157,Moderaterne,30375f1d-ff52-4b0d-9964-7147844cd5e7,M,35,0,
7,Sydjylland,403621,Aabenraa,708364,Bolderslev,2026-03-24 20:35:19,,ForeløbigOptælling,1137,1157,"Venstre, Danmarks Liberale Parti",914ae6fd-98a6-4ed6-afd1-60ab809678ed,V,244,0,
7,Sydjylland,403621,Aabenraa,708364,Bolderslev,2026-03-24 20:35:19,,ForeløbigOptælling,1137,1157,Danmarksdemokraterne - Inger Støjberg,ffacb8b3-7f7b-4158-a1ee-c0be84a344c6,Æ,194,0,
7,Sydjylland,403621,Aabenraa,708364,Bolderslev,2026-03-24 20:35:19,,ForeløbigOptælling,1137,1157,Alternativet,c01e1c81-e8eb-4f3d-ac55-de9279740a0e,Å,7,0,
7,Sydjylland,403621,Aabenraa,708364,Bolderslev,2026-03-24 20:35:19,,ForeløbigOptælling,1137,1157,Enhedslisten - De Rød-Grønne,8bb64864-5728-41db-af00-6234795cf340,Ø,8,0,
7,Sydjylland,403621,Aabenraa,706654,Bylderup,2026-03-24 20:30:19,,ForeløbigOptælling,1356,1374,Socialdemokratiet,2f487db9-0663-429f-a4ec-081ae701723d,A,215,0,
7,Sydjylland,403621,Aabenraa,706654,Bylderup,2026-03-24 20:30:19,,ForeløbigOptælling,1356,1374,SF - Socialistisk Folkeparti,fae32292-ff8f-4f27-8218-a9874603e759,F,44,0,
7,Sydjylland,403621,Aabenraa,706654,Bylderup,2026-03-24 20:30:19,,ForeløbigOptælling,1356,1374,Det Konservative Folkeparti,2e08413e-1c5b-4029-8bce-eac0ebff6527,C,86,0,
7,Sydjylland,403621,Aabenraa,706654,Bylderup,2026-03-24 20:30:19,,ForeløbigOptælling,1356,1374,Borgernes Parti - Lars Boje Mathiesen,89ee100e-d4d6-43b5-83c5-edd5dd02c1fd,H,68,0,
7,Sydjylland,403621,Aabenraa,706654,Bylderup,2026-03-24 20:30:19,,ForeløbigOptælling,1356,1374,Liberal Alliance,4d676beb-025b-4d42-ac5d-533d5130a6f3,I,132,0,
7,Sydjylland,403621,Aabenraa,706654,Bylderup,2026-03-24 20:30:19,,ForeløbigOptælling,1356,1374,Moderaterne,30375f1d-ff52-4b0d-9964-7147844cd5e7,M,49,0,
7,Sydjylland,403621,Aabenraa,706654,Bylderup,2026-03-24 20:30:19,,ForeløbigOptælling,1356,1374,Dansk Folkeparti,1df39501-e08d-42e9-9804-eccf7b1f564a,O,173,0,
7,Sydjylland,403621,Aabenraa,706654,Bylderup,2026-03-24 20:30:19,,ForeløbigOptælling,1356,1374,"Venstre, Danmarks Liberale Parti",914ae6fd-98a6-4ed6-afd1-60ab809678ed,V,294,0,
7,Sydjylland,403621,Aabenraa,706654,Bylderup,2026-03-24 20:30:19,,ForeløbigOptælling,1356,1374,Radikale Venstre,93a1aa01-2897-474b-8604-a1326c9b3948,B,7,0,
7,Sydjylland,403621,Aabenraa,706654,Bylderup,2026-03-24 20:30:19,,ForeløbigOptælling,1356,1374,Danmarksdemokraterne - Inger Støjberg,ffacb8b3-7f7b-4158-a1ee-c0be84a344c6,Æ,268,0,
7,Sydjylland,403621,Aabenraa,706654,Bylderup,2026-03-24 20:30:19,,ForeløbigOptælling,1356,1374,Alternativet,c01e1c81-e8eb-4f3d-ac55-de9279740a0e,Å,11,0,
7,Sydjylland,403621,Aabenraa,706654,Bylderup,2026-03-24 20:30:19,,ForeløbigOptælling,1356,1374,Enhedslisten - De Rød-Grønne,8bb64864-5728-41db-af00-6234795cf340,Ø,9,0,
7,Sydjylland,403621,Aabenraa,703784,Ensted,2026-03-24 20:25:49,,ForeløbigOptælling,1442,1471,"Venstre, Danmarks Liberale Parti",914ae6fd-98a6-4ed6-afd1-60ab809678ed,V,216,0,
7,Sydjylland,403621,Aabenraa,703784,Ensted,2026-03-24 20:25:49,,ForeløbigOptælling,1442,1471,Moderaterne,30375f1d-ff52-4b0d-9964-7147844cd5e7,M,114,0,
7,Sydjylland,403621,Aabenraa,703784,Ensted,2026-03-24 20:25:49,,ForeløbigOptælling,1442,1471,Socialdemokratiet,2f487db9-0663-429f-a4ec-081ae701723d,A,304,0,
7,Sydjylland,403621,Aabenraa,703784,Ensted,2026-03-24 20:25:49,,ForeløbigOptælling,1442,1471,Borgernes Parti - Lars Boje Mathiesen,89ee100e-d4d6-43b5-83c5-edd5dd02c1fd,H,37,0,
7,Sydjylland,403621,Aabenraa,703784,Ensted,2026-03-24 20:25:49,,ForeløbigOptælling,1442,1471,Radikale Venstre,93a1aa01-2897-474b-8604-a1326c9b3948,B,23,0,
7,Sydjylland,403621,Aabenraa,703784,Ensted,2026-03-24 20:25:49,,ForeløbigOptælling,1442,1471,SF - Socialistisk Folkeparti,fae32292-ff8f-4f27-8218-a9874603e759,F,113,0,
7,Sydjylland,403621,Aabenraa,703784,Ensted,2026-03-24 20:25:49,,ForeløbigOptælling,1442,1471,Danmarksdemokraterne - Inger Støjberg,ffacb8b3-7f7b-4158-a1ee-c0be84a344c6,Æ,127,0,
7,Sydjylland,403621,Aabenraa,703784,Ensted,2026-03-24 20:25:49,,ForeløbigOptælling,1442,1471,Alternativet,c01e1c81-e8eb-4f3d-ac55-de9279740a0e,Å,16,0,
7,Sydjylland,403621,Aabenraa,703784,Ensted,2026-03-24 20:25:49,,ForeløbigOptælling,1442,1471,Enhedslisten - De Rød-Grønne,8bb64864-5728-41db-af00-6234795cf340,Ø,39,0,
7,Sydjylland,403621,Aabenraa,703784,Ensted,2026-03-24 20:25:49,,ForeløbigOptælling,1442,1471,Liberal Alliance,4d676beb-025b-4d42-ac5d-533d5130a6f3,I,164,0,
7,Sydjylland,403621,Aabenraa,703784,Ensted,2026-03-24 20:25:49,,ForeløbigOptælling,1442,1471,Dansk Folkeparti,1df39501-e08d-42e9-9804-eccf7b1f564a,O,190,0,
7,Sydjylland,403621,Aabenraa,703784,Ensted,2026-03-24 20:25:49,,ForeløbigOptælling,1442,1471,Det Konservative Folkeparti,2e08413e-1c5b-4029-8bce-eac0ebff6527,C,99,0,
7,Sydjylland,403621,Aabenraa,708358,Felsted,2026-03-24 20:17:32,,ForeløbigOptælling,1271,1294,Det Konservative Folkeparti,2e08413e-1c5b-4029-8bce-eac0ebff6527,C,54,0,
7,Sydjylland,403621,Aabenraa,708358,Felsted,2026-03-24 20:17:32,,ForeløbigOptælling,1271,1294,Moderaterne,30375f1d-ff52-4b0d-9964-7147844cd5e7,M,68,0,
7,Sydjylland,403621,Aabenraa,708358,Felsted,2026-03-24 20:17:32,,ForeløbigOptælling,1271,1294,Dansk Folkeparti,1df39501-e08d-42e9-9804-eccf7b1f564a,O,169,0,
7,Sydjylland,403621,Aabenraa,708358,Felsted,2026-03-24 20:17:32,,ForeløbigOptælling,1271,1294,SF - Socialistisk Folkeparti,fae32292-ff8f-4f27-8218-a9874603e759,F,69,0,
7,Sydjylland,403621,Aabenraa,708358,Felsted,2026-03-24 20:17:32,,ForeløbigOptælling,1271,1294,Borgernes Parti - Lars Boje Mathiesen,89ee100e-d4d6-43b5-83c5-edd5dd02c1fd,H,51,0,
7,Sydjylland,403621,Aabenraa,708358,Felsted,2026-03-24 20:17:32,,ForeløbigOptælling,1271,1294,Liberal Alliance,4d676beb-025b-4d42-ac5d-533d5130a6f3,I,146,0,
7,Sydjylland,403621,Aabenraa,708358,Felsted,2026-03-24 20:17:32,,ForeløbigOptælling,1271,1294,Alternativet,c01e1c81-e8eb-4f3d-ac55-de9279740a0e,Å,9,0,
7,Sydjylland,403621,Aabenraa,708358,Felsted,2026-03-24 20:17:32,,ForeløbigOptælling,1271,1294,Enhedslisten - De Rød-Grønne,8bb64864-5728-41db-af00-6234795cf340,Ø,16,0,
7,Sydjylland,403621,Aabenraa,708358,Felsted,2026-03-24 20:17:32,,ForeløbigOptælling,1271,1294,Socialdemokratiet,2f487db9-0663-429f-a4ec-081ae701723d,A,231,0,
7,Sydjylland,403621,Aabenraa,708358,Felsted,2026-03-24 20:17:32,,ForeløbigOptælling,1271,1294,Radikale Venstre,93a1aa01-2897-474b-8604-a1326c9b3948,B,24,0,
7,Sydjylland,403621,Aabenraa,708358,Felsted,2026-03-24 20:17:32,,ForeløbigOptælling,1271,1294,Danmarksdemokraterne - Inger Støjberg,ffacb8b3-7f7b-4158-a1ee-c0be84a344c6,Æ,148,0,
7,Sydjylland,403621,Aabenraa,708358,Felsted,2026-03-24 20:17:32,,ForeløbigOptælling,1271,1294,"Venstre, Danmarks Liberale Parti",914ae6fd-98a6-4ed6-afd1-60ab809678ed,V,286,0,
7,Sydjylland,403621,Aabenraa,703772,Hellevad,2026-03-24 19:38:31,,ForeløbigOptælling,518,524,Radikale Venstre,93a1aa01-2897-474b-8604-a1326c9b3948,B,4,0,
7,Sydjylland,403621,Aabenraa,703772,Hellevad,2026-03-24 19:38:31,,ForeløbigOptælling,518,524,Danmarksdemokraterne - Inger Støjberg,ffacb8b3-7f7b-4158-a1ee-c0be84a344c6,Æ,82,0,
7,Sydjylland,403621,Aabenraa,703772,Hellevad,2026-03-24 19:38:31,,ForeløbigOptælling,518,524,Socialdemokratiet,2f487db9-0663-429f-a4ec-081ae701723d,A,83,0,
7,Sydjylland,403621,Aabenraa,703772,Hellevad,2026-03-24 19:38:31,,ForeløbigOptælling,518,524,"Venstre, Danmarks Liberale Parti",914ae6fd-98a6-4ed6-afd1-60ab809678ed,V,124,0,
7,Sydjylland,403621,Aabenraa,703772,Hellevad,2026-03-24 19:38:31,,ForeløbigOptælling,518,524,Det Konservative Folkeparti,2e08413e-1c5b-4029-8bce-eac0ebff6527,C,12,0,
7,Sydjylland,403621,Aabenraa,703772,Hellevad,2026-03-24 19:38:31,,ForeløbigOptælling,518,524,Liberal Alliance,4d676beb-025b-4d42-ac5d-533d5130a6f3,I,69,0,
7,Sydjylland,403621,Aabenraa,703772,Hellevad,2026-03-24 19:38:31,,ForeløbigOptælling,518,524,SF - Socialistisk Folkeparti,fae32292-ff8f-4f27-8218-a9874603e759,F,22,0,
7,Sydjylland,403621,Aabenraa,703772,Hellevad,2026-03-24 19:38:31,,ForeløbigOptælling,518,524,Borgernes Parti - Lars Boje Mathiesen,89ee100e-d4d6-43b5-83c5-edd5dd02c1fd,H,28,0,
7,Sydjylland,403621,Aabenraa,703772,Hellevad,2026-03-24 19:38:31,,ForeløbigOptælling,518,524,Dansk Folkeparti,1df39501-e08d-42e9-9804-eccf7b1f564a,O,63,0,
7,Sydjylland,403621,Aabenraa,703772,Hellevad,2026-03-24 19:38:31,,ForeløbigOptælling,518,524,Moderaterne,30375f1d-ff52-4b0d-9964-7147844cd5e7,M,25,0,
7,Sydjylland,403621,Aabenraa,703772,Hellevad,2026-03-24 19:38:31,,ForeløbigOptælling,518,524,Enhedslisten - De Rød-Grønne,8bb64864-5728-41db-af00-6234795cf340,Ø,3,0,
7,Sydjylland,403621,Aabenraa,703772,Hellevad,2026-03-24 19:38:31,,ForeløbigOptælling,518,524,Alternativet,c01e1c81-e8eb-4f3d-ac55-de9279740a0e,Å,3,0,
7,Sydjylland,403621,Aabenraa,705392,Hjordkær,2026-03-24 20:14:32,,ForeløbigOptælling,1154,1167,SF - Socialistisk Folkeparti,fae32292-ff8f-4f27-8218-a9874603e759,F,51,0,
7,Sydjylland,403621,Aabenraa,705392,Hjordkær,2026-03-24 20:14:32,,ForeløbigOptælling,1154,1167,Socialdemokratiet,2f487db9-0663-429f-a4ec-081ae701723d,A,271,0,
7,Sydjylland,403621,Aabenraa,705392,Hjordkær,2026-03-24 20:14:32,,ForeløbigOptælling,1154,1167,Det Konservative Folkeparti,2e08413e-1c5b-4029-8bce-eac0ebff6527,C,62,0,
7,Sydjylland,403621,Aabenraa,705392,Hjordkær,2026-03-24 20:14:32,,ForeløbigOptælling,1154,1167,Liberal Alliance,4d676beb-025b-4d42-ac5d-533d5130a6f3,I,110,0,
7,Sydjylland,403621,Aabenraa,705392,Hjordkær,2026-03-24 20:14:32,,ForeløbigOptælling,1154,1167,Radikale Venstre,93a1aa01-2897-474b-8604-a1326c9b3948,B,16,0,
7,Sydjylland,403621,Aabenraa,705392,Hjordkær,2026-03-24 20:14:32,,ForeløbigOptælling,1154,1167,Borgernes Parti - Lars Boje Mathiesen,89ee100e-d4d6-43b5-83c5-edd5dd02c1fd,H,58,0,
7,Sydjylland,403621,Aabenraa,705392,Hjordkær,2026-03-24 20:14:32,,ForeløbigOptælling,1154,1167,Moderaterne,30375f1d-ff52-4b0d-9964-7147844cd5e7,M,51,0,
7,Sydjylland,403621,Aabenraa,705392,Hjordkær,2026-03-24 20:14:32,,ForeløbigOptælling,1154,1167,Dansk Folkeparti,1df39501-e08d-42e9-9804-eccf7b1f564a,O,201,0,
7,Sydjylland,403621,Aabenraa,705392,Hjordkær,2026-03-24 20:14:32,,ForeløbigOptælling,1154,1167,"Venstre, Danmarks Liberale Parti",914ae6fd-98a6-4ed6-afd1-60ab809678ed,V,177,0,
7,Sydjylland,403621,Aabenraa,705392,Hjordkær,2026-03-24 20:14:32,,ForeløbigOptælling,1154,1167,Danmarksdemokraterne - Inger Støjberg,ffacb8b3-7f7b-4158-a1ee-c0be84a344c6,Æ,137,0,
7,Sydjylland,403621,Aabenraa,705392,Hjordkær,2026-03-24 20:14:32,,ForeløbigOptælling,1154,1167,Alternativet,c01e1c81-e8eb-4f3d-ac55-de9279740a0e,Å,5,0,
7,Sydjylland,403621,Aabenraa,705392,Hjordkær,2026-03-24 20:14:32,,ForeløbigOptælling,1154,1167,Enhedslisten - De Rød-Grønne,8bb64864-5728-41db-af00-6234795cf340,Ø,15,0,
7,Sydjylland,403621,Aabenraa,705386,Hovslund,2026-03-24 19:49:30,,ForeløbigOptælling,481,492,Socialdemokratiet,2f487db9-0663-429f-a4ec-081ae701723d,A,73,0,
7,Sydjylland,403621,Aabenraa,705386,Hovslund,2026-03-24 19:49:30,,ForeløbigOptælling,481,492,Radikale Venstre,93a1aa01-2897-474b-8604-a1326c9b3948,B,2,0,
7,Sydjylland,403621,Aabenraa,705386,Hovslund,2026-03-24 19:49:30,,ForeløbigOptælling,481,492,Det Konservative Folkeparti,2e08413e-1c5b-4029-8bce-eac0ebff6527,C,22,0,
7,Sydjylland,403621,Aabenraa,705386,Hovslund,2026-03-24 19:49:30,,ForeløbigOptælling,481,492,SF - Socialistisk Folkeparti,fae32292-ff8f-4f27-8218-a9874603e759,F,19,0,
7,Sydjylland,403621,Aabenraa,705386,Hovslund,2026-03-24 19:49:30,,ForeløbigOptælling,481,492,Borgernes Parti - Lars Boje Mathiesen,89ee100e-d4d6-43b5-83c5-edd5dd02c1fd,H,33,0,
7,Sydjylland,403621,Aabenraa,705386,Hovslund,2026-03-24 19:49:30,,ForeløbigOptælling,481,492,Liberal Alliance,4d676beb-025b-4d42-ac5d-533d5130a6f3,I,50,0,
7,Sydjylland,403621,Aabenraa,705386,Hovslund,2026-03-24 19:49:30,,ForeløbigOptælling,481,492,Moderaterne,30375f1d-ff52-4b0d-9964-7147844cd5e7,M,25,0,
7,Sydjylland,403621,Aabenraa,705386,Hovslund,2026-03-24 19:49:30,,ForeløbigOptælling,481,492,Dansk Folkeparti,1df39501-e08d-42e9-9804-eccf7b1f564a,O,101,0,
7,Sydjylland,403621,Aabenraa,705386,Hovslund,2026-03-24 19:49:30,,ForeløbigOptælling,481,492,"Venstre, Danmarks Liberale Parti",914ae6fd-98a6-4ed6-afd1-60ab809678ed,V,79,0,
7,Sydjylland,403621,Aabenraa,705386,Hovslund,2026-03-24 19:49:30,,ForeløbigOptælling,481,492,Danmarksdemokraterne - Inger Støjberg,ffacb8b3-7f7b-4158-a1ee-c0be84a344c6,Æ,67,0,
7,Sydjylland,403621,Aabenraa,705386,Hovslund,2026-03-24 19:49:30,,ForeløbigOptælling,481,492,Alternativet,c01e1c81-e8eb-4f3d-ac55-de9279740a0e,Å,1,0,
7,Sydjylland,403621,Aabenraa,705386,Hovslund,2026-03-24 19:49:30,,ForeløbigOptælling,481,492,Enhedslisten - De Rød-Grønne,8bb64864-5728-41db-af00-6234795cf340,Ø,9,0,
7,Sydjylland,403621,Aabenraa,706660,Kliplev,2026-03-24 20:21:34,,ForeløbigOptælling,1228,1247,Socialdemokratiet,2f487db9-0663-429f-a4ec-081ae701723d,A,251,0,
7,Sydjylland,403621,Aabenraa,706660,Kliplev,2026-03-24 20:21:34,,ForeløbigOptælling,1228,1247,Radikale Venstre,93a1aa01-2897-474b-8604-a1326c9b3948,B,21,0,
7,Sydjylland,403621,Aabenraa,706660,Kliplev,2026-03-24 20:21:34,,ForeløbigOptælling,1228,1247,SF - Socialistisk Folkeparti,fae32292-ff8f-4f27-8218-a9874603e759,F,63,0,
7,Sydjylland,403621,Aabenraa,706660,Kliplev,2026-03-24 20:21:34,,ForeløbigOptælling,1228,1247,Det Konservative Folkeparti,2e08413e-1c5b-4029-8bce-eac0ebff6527,C,35,0,
7,Sydjylland,403621,Aabenraa,706660,Kliplev,2026-03-24 20:21:34,,ForeløbigOptælling,1228,1247,Moderaterne,30375f1d-ff52-4b0d-9964-7147844cd5e7,M,57,0,
7,Sydjylland,403621,Aabenraa,706660,Kliplev,2026-03-24 20:21:34,,ForeløbigOptælling,1228,1247,Borgernes Parti - Lars Boje Mathiesen,89ee100e-d4d6-43b5-83c5-edd5dd02c1fd,H,71,0,
7,Sydjylland,403621,Aabenraa,706660,Kliplev,2026-03-24 20:21:34,,ForeløbigOptælling,1228,1247,Liberal Alliance,4d676beb-025b-4d42-ac5d-533d5130a6f3,I,108,0,
7,Sydjylland,403621,Aabenraa,706660,Kliplev,2026-03-24 20:21:34,,ForeløbigOptælling,1228,1247,Dansk Folkeparti,1df39501-e08d-42e9-9804-eccf7b1f564a,O,181,0,
